Song Title,Artist,Genre,Profanity Lines,Sentiment Annotation (Natalie),Sentiment Annotation (Pragati)
everybody,nickiminaj,hiphop,"good coochie worth way more than a what dont stop dont stop woah 
i like to see it from the front when i look at your BUTT dont stop dont stop 
she got the junk in her trunk thats the reason why im cuffed dont stop dont stop ",2,2
everybody,nickiminaj,hiphop,"i dont even care if my opp really my cousin dont stop dont stop 
all of my NIGGAS dont stop they slide with the button lets go lets go brrt brrt 
we gon spin and kill everybody ",2,2
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody 
a NIGGA tellin on everybody 
oh move your feet and feel u ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody 
a NIGGA tellin on everybody 
oh move your feet and feel u ",3,3
milliondollarbaby,tommyrichman,hiphop,"im a million dollar baby mm mm mm 
dont at me yeah HELL nah yeah yeah yeah 
you rep my city for so damn long ah ah ",3,3
milliondollarbaby,tommyrichman,hiphop,"dont at me yeah hell nah yeah yeah yeah 
you rep my city for so DAMN long ah ah 
but you still dont notice me my sound next mm mm mm ",2,2
milliondollarbaby,tommyrichman,hiphop,"im a million dollar baby mm mm mm 
dont at me yeah HELL nah 
hellhell nah ",3,3
hypnotize,notoriousbig,hiphop,"ha sicker than your average poppa twist cabbage off instinct 
NIGGAS dont think SHIT stink 
pink gators my detroit players ",2,2
hypnotize,notoriousbig,hiphop,"ha sicker than your average poppa twist cabbage off instinct 
NIGGAS dont think SHIT stink 
pink gators my detroit players ",2,2
hypnotize,notoriousbig,hiphop,"bang every mc easily busily 
recently NIGGAS frontin aint sayin nothin nothin 
so i just speak my piece keep my peace come on ",2,2
hypnotize,notoriousbig,hiphop,"cubans with the jesus piece with my peeps thank you 
packin askin who want it you got it NIGGA flaunt it 
that brooklyn bullshit we on it ",1,1
hypnotize,notoriousbig,hiphop,"every cutie with a booty bought a coogi 
now whos the real dookie meaning whos really the SHIT 
them niggas ride dicks frank white push the six ",1,1
hypnotize,notoriousbig,hiphop,"now whos the real dookie meaning whos really the shit 
them NIGGAS ride dicks frank white push the six 
or the lexus lx four and a half ",2,2
hypnotize,notoriousbig,hiphop,"or the lexus lx four and a half 
bulletproof glass tints if i want some ASS 
gonna blast squeeze first ask questions last ",2,2
hypnotize,notoriousbig,hiphop,"thats how most of these socalled gangsters pass 
at last a NIGGA rappin about blunts and broads 
tits and bras mãnage ã  trois sex in expensive cars ",2,2
hypnotize,notoriousbig,hiphop,"at last a nigga rappin about blunts and broads 
TITS and bras mãnage ã  trois SEX in expensive cars 
ill still leave you on the pavement ",2,2
hypnotize,notoriousbig,hiphop,"at last a nigga rappin about blunts and broads 
TITS and bras mãnage ã  trois SEX in expensive cars 
ill still leave you on the pavement ",2,2
hypnotize,notoriousbig,hiphop,"face it not guilty thats how i stay filthy not guilty 
richer than richie til you NIGGAS come and get me come on 
biggie biggie biggie cant you see ",2,2
hypnotize,notoriousbig,hiphop,"guess thats why theyre broke and youre so paid 
i can fill you with real millionaire SHIT i can fill ya 
escargot my car go onesixty swiftly come on ",2,2
hypnotize,notoriousbig,hiphop,"your crew runrunrun your crew runrun 
i know you sick of this name brand NIGGA with 
flows girls say hes sweet like licorice ",2,2
hypnotize,notoriousbig,hiphop,"flows girls say hes sweet like licorice 
so get with this NIGGA its easy uhhuh 
girlfriend heres a pen call me round ten ",2,2
hypnotize,notoriousbig,hiphop,"girlfriend heres a pen call me round ten 
come through have SEX on rugs thats persian thats right 
come up to your job hit you while you workin ",2,2
hypnotize,notoriousbig,hiphop,"for certain poppa freakin not speakin 
leave that ASS leakin like rapper demo 
tell them ho take their clothes off slowly slowly ",2,2
hypnotize,notoriousbig,hiphop,"hit em with the force like obi obi 
DICK black like toby toby 
watch me roam like romey romey ",2,2
likethat,future,hiphop,"
gotta fire my joint up on this BITCH 
young metro young metro young metro three times ",2,2
likethat,future,hiphop,"stickin to the code all these hoes for the streets 
i put it in her nose its gon make her PUSSY leak 
pussy niggas told aint gon wake up out their sleep ",2,2
likethat,future,hiphop,"i put it in her nose its gon make her pussy leak 
PUSSY NIGGAS told aint gon wake up out their sleep 
you cant hear that switch but you can hear them niggas scream ",3,3
likethat,future,hiphop,"i put it in her nose its gon make her pussy leak 
PUSSY NIGGAS told aint gon wake up out their sleep 
you cant hear that switch but you can hear them niggas scream ",3,3
likethat,future,hiphop,"pussy niggas told aint gon wake up out their sleep 
you cant hear that switch but you can hear them NIGGAS scream 
all my hoes do shrooms nigga all my hoes do coke ",2,2
likethat,future,hiphop,"you cant hear that switch but you can hear them niggas scream 
all my hoes do shrooms NIGGA all my hoes do coke 
twentycarat ring i put my fingers down her throat uh uh uh ",2,2
likethat,future,hiphop,"i know she gon swallow she a goat uh uh uh 
freeband NIGGA bring the racks in 
got the shooters in the corner like the pack in ",2,2
likethat,future,hiphop,"got the shooters in the corner like the pack in 
she think cause she exotic BITCH she attractive 
thats that shitll get you put up out the section brrt ",1,1
likethat,future,hiphop,"ball like i won a championship game 
you know these hoes hungry theyre gon FUCK for a name 
i put her on the gang she get fucked for a chain ",2,2
likethat,future,hiphop,"you know these hoes hungry theyre gon fuck for a name 
i put her on the gang she get FUCKED for a chain 
got your girl in this bitch she twirlin on the dick ",2,2
likethat,future,hiphop,"i put her on the gang she get fucked for a chain 
got your girl in this BITCH she twirlin on the DICK 
i got syrup in this bitch turn up in this bitch ",2,2
likethat,future,hiphop,"i put her on the gang she get fucked for a chain 
got your girl in this BITCH she twirlin on the DICK 
i got syrup in this bitch turn up in this bitch ",2,2
likethat,future,hiphop,"got your girl in this bitch she twirlin on the dick 
i got syrup in this BITCH turn up in this BITCH 
and we brought the ercs in this bitch get murked in this bitch ",2,2
likethat,future,hiphop,"i got syrup in this bitch turn up in this bitch 
and we brought the ercs in this BITCH get murked in this BITCH 
all these pointers on me baby you know its game time ",2,2
likethat,future,hiphop,"all these pointers on me baby you know its game time 
bring a friend BITCH we FUCKED em at the same time 
im a different nigga no we not the same kind ",2,2
likethat,future,hiphop,"all these pointers on me baby you know its game time 
bring a friend BITCH we FUCKED em at the same time 
im a different nigga no we not the same kind ",2,2
likethat,future,hiphop,"bring a friend bitch we fucked em at the same time 
im a different NIGGA no we not the same kind 
you can have that littleâif she aint mine yeah ",2,2
likethat,future,hiphop,"kickin doors kickin in doors is you like that yeah 
young throwed NIGGA sellin loads is you like that yeah 
all 24 you on go is you like that if you like that ",2,2
likethat,future,hiphop,"all 24 you on go is you like that if you like that 
NIGGAS from the bottom really like that if you like that 
steppin in balencis if you like that if you like that ",3,3
likethat,future,hiphop,"he was once a thug from around the way 
these NIGGAS talkin out of their necks 
dont pull no coffin out of your mouth im way too paranoid for a threat ",2,2
likethat,future,hiphop,"okay lets get it up its time for him to prove that hes a problem 
NIGGAS clickin up but cannot be legit no 40 water tell em 
ah yeah huh yeah get up with me ",2,2
likethat,future,hiphop,"ah yeah huh yeah get up with me 
FUCK sneak dissin firstperson shooter i hope they came with three switches 
i crash out like fuck rap diss melle mel if i had to ",3,3
likethat,future,hiphop,"fuck sneak dissin firstperson shooter i hope they came with three switches 
i crash out like FUCK rap diss melle mel if i had to 
got 2teez with me im snatchin chains and burnin tattoos its up ",2,2
likethat,future,hiphop,"think i wont drop the location i still got ptsd 
MOTHERFUCK the big three NIGGA its just big me 
nigga bum ",2,2
likethat,future,hiphop,"think i wont drop the location i still got ptsd 
MOTHERFUCK the big three NIGGA its just big me 
nigga bum ",2,2
likethat,future,hiphop,"motherfuck the big three nigga its just big me 
NIGGA BUM 
what im really like that ",3,3
likethat,future,hiphop,"motherfuck the big three nigga its just big me 
NIGGA BUM 
what im really like that ",2,2
likethat,future,hiphop,"and your best work is a light pack 
NIGGA prince outlived mike jack 
nigga bum ",3,3
likethat,future,hiphop,"nigga prince outlived mike jack 
NIGGA BUM 
fore all your dogs gettin buried ",3,3
likethat,future,hiphop,"nigga prince outlived mike jack 
NIGGA BUM 
fore all your dogs gettin buried ",3,3
likethat,future,hiphop,"thats a k with all these nines he gon see pet sematary yeah 
NIGGA BUM 
young dope dealer sellin dope is you like that if you like that yeah yeah ",3,3
likethat,future,hiphop,"thats a k with all these nines he gon see pet sematary yeah 
NIGGA BUM 
young dope dealer sellin dope is you like that if you like that yeah yeah ",3,3
likethat,future,hiphop,"kickin doors kickin in doors is you like that how yeah 
young throwed NIGGA sellin loads is you like that holy water holy water yeah 
all 24 you on go is you like that if you like that ",2,2
likethat,future,hiphop,"all 24 you on go is you like that if you like that 
NIGGAS from the bottom really like that if you like that 
steppin in balencis if you like that if you like that ",3,3
likethat,future,hiphop,"kickin doors kickin in doors is you like that 
young throwed NIGGA sellin loads is you like that 
all 24 you on go is you like that if you like that ",2,2
likethat,future,hiphop,"all 24 you on go is you like that if you like that 
NIGGAS from the bottom really like that if you like that 
steppin in balencis if you like that if you like that ",3,3
likethat,future,hiphop,"he was once a thug he was he 
came in banging dope NIGGAS was young slangin powder 
walk in the strip club make it rain for three hours ",2,2
likethat,future,hiphop,"hundred thousands i just cashed out on designer 
gotta devour NIGGA i learned that in the jungle 
once i sell this load thats a million in a week",2,2
rightround,florida,hiphop,"popping these bottles touching these models 
watching they ASSES go 
down down down ",2,2
whistle,florida,hiphop,"thats just how we live in my genre genre 
who in the HELL done paved the road wider 
theres only one flo and one rida ",2,2
whistle,florida,hiphop,"theres only one flo and one rida 
im a DAMN shame order more champagne 
pulling them hamstrings tryna put it on ya ",2,2
yeah,usher,hiphop,"she asks for one more dance and im like yeah 
how the HELL am i supposed to leave 
lets go bring the beat back and i say ",2,2
players,coileray,hiphop,"cause girls is players too 
BITCHES gettin money all around the world cause girls is players too 
what you know about livin on the top ",2,2
players,coileray,hiphop,"time is money so i spent it on a watch 
hold on lil TITTIES showin through the white tee 
you can see the thong bustin out my tight jeans okay ",2,2
players,coileray,hiphop,"you can see the thong bustin out my tight jeans okay 
rocks on my fingers like a NIGGA wifed me 
got another shorty she aint nothin like me ",2,2
players,coileray,hiphop,"cause girls is players too 
BITCHES gettin money all around the world cause girls is players too 
i go on and on and on again ",2,2
players,coileray,hiphop,"uh came a long way from rag to riches 
fivestar BITCH yeah i taste so delicious 
let him lick the plate yeah i make him do the dishes ",1,1
players,coileray,hiphop,"let him lick the plate yeah i make him do the dishes 
now he on news 12 cause a BITCH went missin sheesh 
yeah bout to catch another flight ",2,2
players,coileray,hiphop,"cause girls is players too 
BITCHES gettin money all around the world cause girls is players too
",2,2
jumparound,houseofpain,hiphop,"jump  18x 
ill serve your ASS like john mcenroe 
if your girl steps up im smacking the ho ",2,2
jumparound,houseofpain,hiphop,"trying to play me out like as if my name was sega 
but i aint going out like no punk BITCH 
get used to one style and yo and i might switch ",2,3
iknow,travisscott,hiphop,"its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",3,3
iknow,travisscott,hiphop,"its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",3,3
iknow,travisscott,hiphop,"baby i dont wanna sound righteous yeah 
i got twenty BITCHES suckin like bisons 
i just eeny meeny miney roll the dices i pick her pop it pop it ",2,2
iknow,travisscott,hiphop,"its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",3,3
iknow,travisscott,hiphop,"its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",3,3
iknow,travisscott,hiphop,"you said its just the drugs and i know 
i know i know i know i know i know i know ooh its the kid know it DAMN it 
i lied too way before before how they feelin how they feelin right here ooh ",2,2
iknow,travisscott,hiphop,"i turned my whole spot to crucial its crucial the way i left its lit 
upstairs is like a low my new BITCHES be the best lets go 
im lookin at her when her startin to turn into you her ",1,1
iknow,travisscott,hiphop,"im lookin at her when her startin to turn into you her 
now you startin to FUCK up my mind is it you is it her 
we brought booby trap to the burbs ",3,3
iknow,travisscott,hiphop,"i dont make it squeak make it squirt 
i make this SHIT beat bon appãtit when i feast 
slippin and slide through the streets ",2,2
iknow,travisscott,hiphop,"its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",3,3
iknow,travisscott,hiphop,"its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",3,3
indaclub,50cent,hiphop,"and we gon sip bacardi like its your birthday 
and you know we dont give a FUCK its not your birthday 
you can find me in the club bottle full of bub ",3,3
indaclub,50cent,hiphop,"look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",2,2
indaclub,50cent,hiphop,"look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",2,2
indaclub,50cent,hiphop,"when i roll twenty deep its twenty knives in the club yeah 
NIGGAS heard i FUCK with dre now they wanna show me love 
when you sell like eminem and the hoes they wanna fuck woo ",1,2
indaclub,50cent,hiphop,"when i roll twenty deep its twenty knives in the club yeah 
NIGGAS heard i FUCK with dre now they wanna show me love 
when you sell like eminem and the hoes they wanna fuck woo ",1,1
indaclub,50cent,hiphop,"niggas heard i fuck with dre now they wanna show me love 
when you sell like eminem and the hoes they wanna FUCK woo 
look homie aint nothin changed hoes down gs up ",2,2
indaclub,50cent,hiphop,"look homie aint nothin changed hoes down gs up 
i see xzibit in the cut hey NIGGA roll that weed up roll it 
if you watch how i move youll mistake me for a player or pimp ",2,2
indaclub,50cent,hiphop,"look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",2,2
indaclub,50cent,hiphop,"look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed rubbed ",2,2
indaclub,50cent,hiphop,"my crib my cars my clothes my jewels 
look NIGGA i done came up and i aint changed what what yeah 
and you should love it way more than you hate it ",2,2
indaclub,50cent,hiphop,"and you should love it way more than you hate it 
NIGGA you mad i thought that youd be happy i made it woo 
im that cat by the bar toastin to the good life ",2,2
indaclub,50cent,hiphop,"im that cat by the bar toastin to the good life 
you that faggotass NIGGA tryin to pull me back right 
when my joint get to pumpin in the club its on ",2,2
indaclub,50cent,hiphop,"when my joint get to pumpin in the club its on 
i wink my eye at yo BITCH if she smiles she gone 
if the roof on fire let the motherfucker burn ",2,2
indaclub,50cent,hiphop,"i wink my eye at yo bitch if she smiles she gone 
if the roof on fire let the MOTHERFUCKER burn 
if you talkin about money homie i aint concerned ",3,3
indaclub,50cent,hiphop,"cuz go head switch the style up 
if NIGGAS hate then let them hate and watch the money pile up 
or we can go upside your head with a bottle of bub ",3,3
indaclub,50cent,hiphop,"or we can go upside your head with a bottle of bub 
they know where we FUCKIN be 
you can find me in the club bottle full of bub ",2,2
indaclub,50cent,hiphop,"look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",2,2
indaclub,50cent,hiphop,"look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed hahahaha ",2,2
indaclub,50cent,hiphop,"so come give me a hug if youre into gettin rubbed hahahaha 
dont try to act like you dont know where we be neither NIGGA 
we in the club all the time nigga so pop pop off nigga ",2,2
indaclub,50cent,hiphop,"dont try to act like you dont know where we be neither nigga 
we in the club all the time NIGGA so pop pop off NIGGA 
gunit",2,2
redrum,21savage,hiphop,"want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",2,2
redrum,21savage,hiphop,"want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",2,2
redrum,21savage,hiphop,"bitch what i thought a nigga said sum 
thought a NIGGA said sum 
g block all we know is redrum ",2,2
redrum,21savage,hiphop,"redrum redrum redrum redrum 
NIGGA all we know isâ redrum 
ridin in the back its a may its a may ",2,2
redrum,21savage,hiphop,"hypnotize they do what i say what i say 
21 NIGGAS dont play dont play 
my glock gen5 said hey said hey ",2,2
redrum,21savage,hiphop,"take my chopper everywhere thats bae thats bae 
get yo ASS out the car you givin trade giving trade 
we been spinnin through they hood all day all day ",2,2
redrum,21savage,hiphop,"we been spinnin through they hood all day all day 
NIGGAS say they outside okay okay 
i cant let a bitch play me no way no way ",2,2
redrum,21savage,hiphop,"niggas say they outside okay okay 
i cant let a BITCH play me no way no way 
you a duck if you believe what ho say what ho say ",3,3
redrum,21savage,hiphop,"my lil brother beat his body oj oj 
NIGGAS talkin bout they lit im la flame PUSSY 
that lil boy a mascot he aint gang pussy ",2,2
redrum,21savage,hiphop,"my lil brother beat his body oj oj 
NIGGAS talkin bout they lit im la flame PUSSY 
that lil boy a mascot he aint gang pussy ",2,2
redrum,21savage,hiphop,"niggas talkin bout they lit im la flame pussy 
that lil boy a mascot he aint gang PUSSY 
watch a half a million dollars and its plain pussy ",2,2
redrum,21savage,hiphop,"that lil boy a mascot he aint gang pussy 
watch a half a million dollars and its plain PUSSY 
i dont go through tsa to get on planes pussy ",2,2
redrum,21savage,hiphop,"watch a half a million dollars and its plain pussy 
i dont go through tsa to get on planes PUSSY 
you get pussy without head then you lame pussy ",2,2
redrum,21savage,hiphop,"i dont go through tsa to get on planes pussy 
you get PUSSY without head then you lame PUSSY 
she knew i was leavin fore i even came pussy ",3,3
redrum,21savage,hiphop,"you get pussy without head then you lame pussy 
she knew i was leavin fore i even came PUSSY 
two revolvers on my waist john wayne pussy ",2,2
redrum,21savage,hiphop,"she knew i was leavin fore i even came pussy 
two revolvers on my waist john wayne PUSSY 
smack niggas then i get on live and sing yeah ",2,2
redrum,21savage,hiphop,"two revolvers on my waist john wayne pussy 
smack NIGGAS then i get on live and sing yeah 
want it all i wont leave a breadcrumb ",3,3
redrum,21savage,hiphop,"want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",2,2
redrum,21savage,hiphop,"want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",2,2
redrum,21savage,hiphop,"bitch what i thought a nigga said sum 
thought a NIGGA said sum 
g block all we know is redrum ",2,2
redrum,21savage,hiphop,"redrum redrum redrum redrum 
NIGGA all we know isâ redrum 
how many niggas got the belt a lot ",2,2
redrum,21savage,hiphop,"nigga all we know isâ redrum 
how many NIGGAS got the belt a lot 
catch em at the light he get nailed bow ",2,2
redrum,21savage,hiphop,"911 somebody help 
subtweeting bad for your health PUSSY 
im a gangster i aint takin shit back pussy ",2,2
redrum,21savage,hiphop,"subtweeting bad for your health pussy 
im a gangster i aint takin SHIT back PUSSY 
ill never do no song with no rat pussy ",2,2
redrum,21savage,hiphop,"subtweeting bad for your health pussy 
im a gangster i aint takin SHIT back PUSSY 
ill never do no song with no rat pussy ",2,2
redrum,21savage,hiphop,"im a gangster i aint takin shit back pussy 
ill never do no song with no rat PUSSY 
put a lego in a stick it ratatat pussy ",3,3
redrum,21savage,hiphop,"ill never do no song with no rat pussy 
put a lego in a stick it ratatat PUSSY 
i dont wanna talk go and catch a hat pussy ",3,3
redrum,21savage,hiphop,"put a lego in a stick it ratatat pussy 
i dont wanna talk go and catch a hat PUSSY 
big draco come up out that scat pussy ",2,2
redrum,21savage,hiphop,"i dont wanna talk go and catch a hat pussy 
big draco come up out that scat PUSSY 
he stood on business now he layin on his back pussy ",2,2
redrum,21savage,hiphop,"big draco come up out that scat pussy 
he stood on business now he layin on his back PUSSY 
ask around i be rappin nothin but facts pussy ",3,3
redrum,21savage,hiphop,"he stood on business now he layin on his back pussy 
ask around i be rappin nothin but facts PUSSY 
we the reason all these niggas runnin track pussy on god ",1,2
redrum,21savage,hiphop,"ask around i be rappin nothin but facts pussy 
we the reason all these NIGGAS runnin track PUSSY on god 
you aint never stepped you cant tell me a thing 21 ",2,2
redrum,21savage,hiphop,"ask around i be rappin nothin but facts pussy 
we the reason all these NIGGAS runnin track PUSSY on god 
you aint never stepped you cant tell me a thing 21 ",2,2
redrum,21savage,hiphop,"i aint let it slide i was sharpenin aim 
smokin on my brothers got his ASS left slain 
you know its smoke cause they aint even take off his chain ",2,2
redrum,21savage,hiphop,"you know its smoke cause they aint even take off his chain 
say its up with me your ASS must do cocaine 21 21 
want it all i wont leave a breadcrumb ",2,2
redrum,21savage,hiphop,"want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",2,2
redrum,21savage,hiphop,"want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",2,2
redrum,21savage,hiphop,"bitch what i thought a nigga said sum 
thought a NIGGA said sum 
g block all we know is redrum ",2,2
redrum,21savage,hiphop,"redrum redrum redrum redrum 
NIGGA all we know isâ redrum 
little pigs ",2,2
readyornot,fugees,hiphop,"i can do what you do easy believe me 
frontin NIGGAS give me heebeegeebees 
so while youre imitating al capone ",3,3
lovethewayyoulie,eminem,hiphop,"and right before im about to drown she resuscitates me 
she FUCKING hates me and i love it 
wait where you going ",3,3
lovethewayyoulie,eminem,hiphop,"yeah them chills used to get em 
now youre getting FUCKING sick of looking at em 
you swore youd never hit em never do nothing to hurt em ",3,3
lovethewayyoulie,eminem,hiphop,"look me in the eyeball 
next time im PISSED ill aim my fist at the drywall 
next time there wont be no next time ",3,3
lovethewayyoulie,eminem,hiphop,"i know im a liar 
if she ever tries to FUCKING leave again 
imma tie her to the bed and set this house on fire ",2,2
illbemissingyou,puffdaddy,hiphop,"every day i wake up i hope im dreamin 
i cant believe this SHIT 
cant believe you aint here ",3,3
illbemissingyou,puffdaddy,hiphop,"cant believe you aint here 
sometimes its just hard for a NIGGA to wake up 
its hard to just keep goin ",2,2
illbemissingyou,puffdaddy,hiphop,"i would do anything man to bring you back 
id give all this SHIT SHIT the whole lot 
i saw your son today he look just like you ",2,2
pumpit,blackeyedpeas,hiphop," william 
NIGGAS wanna hate on us who 
niggas be envious who ",3,3
pumpit,blackeyedpeas,hiphop,"niggas wanna hate on us who 
NIGGAS be envious who 
i know why they hate on us why ",3,3
pumpit,blackeyedpeas,hiphop,"monkey business outrageous 
just confess it your girl admits that we the SHIT 
fresh we fresh ",1,1
pumpit,blackeyedpeas,hiphop,"then the a to the s 
when we play you shake your ASS 
shake it shake it ",2,2
pumpit,blackeyedpeas,hiphop," william fergie 
DAMN DAMN 
damn damn ",2,2
pumpit,blackeyedpeas,hiphop,"damn damn 
DAMN DAMN 
damn damn ",2,2
pumpit,blackeyedpeas,hiphop,"damn damn 
DAMN DAMN 
damn damn ",2,2
pumpit,blackeyedpeas,hiphop,"damn damn 
DAMN DAMN 
damn damn ",2,2
pumpit,blackeyedpeas,hiphop,"damn damn 
DAMN DAMN 
 apldeap ",2,2
fightforyourright,beastieboys,hiphop,"man living at home is such a drag 
now your mom threw away your best PORNO mag 
busted ",2,2
allmylife,lildurk,hiphop,"
durkio told me he been on some positive SHIT yeah yeah 
lately i just wanna show up and body some shit yeah yeah ",1,1
allmylife,lildurk,hiphop,"durkio told me he been on some positive shit yeah yeah 
lately i just wanna show up and body some SHIT yeah yeah 
always been a little mathematician ",1,1
allmylife,lildurk,hiphop,"remember when cops harassed 
talkin out my ASS 
boy you aint shit but a bitch with a badge ",3,3
allmylife,lildurk,hiphop,"talkin out my ass 
boy you aint SHIT but a BITCH with a badge 
all my life ",3,3
allmylife,lildurk,hiphop,"talkin out my ass 
boy you aint SHIT but a BITCH with a badge 
all my life ",3,3
allmylife,lildurk,hiphop,"went to jail they was chaining me up 
and you know that im famous as FUCK 
see how you gon joke about stimulus ",1,1
allmylife,lildurk,hiphop,"they been tryna keep me down 
firstgeneration ghetto NIGGA 
cole world hello niggas ",3,3
allmylife,lildurk,hiphop,"firstgeneration ghetto nigga 
cole world hello NIGGAS 
made it out the city with my head on straight ",2,2
allmylife,lildurk,hiphop,"made it out the city with my head on straight 
NIGGAS keep shooting up the lead out 
young jordan peele gotta get out ",2,2
allmylife,lildurk,hiphop,"young jordan peele gotta get out 
and the SHIT that i spit out 
is a cheat code like im facin a rico ",2,2
allmylife,lildurk,hiphop,"is a cheat code like im facin a rico 
and how a NIGGA put a hit out 
and another one and and another one ",2,2
allmylife,lildurk,hiphop,"i got like a hundred of em 
bout to lap NIGGAS so they think theyre ahead of me but im really in front of them 
now some of them fumbling their bags ",2,2
allmylife,lildurk,hiphop,"now some of them fumbling their bags 
FUCKIN up the little crumbs that they had 
a reminder to humble yourself this shit could be gone in an instant ",3,3
allmylife,lildurk,hiphop,"fuckin up the little crumbs that they had 
a reminder to humble yourself this SHIT could be gone in an instant 
me im running long distance ",1,1
allmylife,lildurk,hiphop,"got to playing his tunes all day in my room 
thinking DAMN 
this shit wicked to get their names buzzin ",1,1
allmylife,lildurk,hiphop,"thinking damn 
this SHIT wicked to get their names buzzin 
some niggas just gotta go lay in a tomb ",1,1
allmylife,lildurk,hiphop,"this shit wicked to get their names buzzin 
some NIGGAS just gotta go lay in a tomb 
and media thirsty for clicks ",3,3
allmylife,lildurk,hiphop,"most days 
FUCK em all like im going through a ho phase 
young nigga shoot out the whip like road rage ",3,3
allmylife,lildurk,hiphop,"fuck em all like im going through a ho phase 
young NIGGA shoot out the whip like road rage 
i pray all of my dogs stay so paid ",3,3
agorahills,dojacat,hiphop,"take you to a seedy place 
suck a little DICK in the bathroom 
who that man with the big strong hands ",2,2
agorahills,dojacat,hiphop,"who that man with the big strong hands 
on her ASS in the club with the paps baby thats you 
frontseat chillin with the window down ",2,2
agorahills,dojacat,hiphop,"get used to my fans looking at you 
FUCK what they heard i dont FUCK with them birds 
im a mean kitty dont get stabbed with the rat tooth ",2,2
agorahills,dojacat,hiphop,"im a mean kitty dont get stabbed with the rat tooth 
boys be mad that i dont FUCK incels 
girls hate too ",2,2
agorahills,dojacat,hiphop,"sorry i was taking a sip of my root beer 
cause love is pain but i need this SHIT 
we fuck too good when the bean kicks in ",2,2
agorahills,dojacat,hiphop,"cause love is pain but i need this shit 
we FUCK too good when the bean kicks in 
like fortnite ima need your skin ",1,1
agorahills,dojacat,hiphop,"like fortnite ima need your skin 
dont give a FUCK where the PENIS been 
boy youre the one youre the only man ",2,2
agorahills,dojacat,hiphop,"like fortnite ima need your skin 
dont give a FUCK where the PENIS been 
boy youre the one youre the only man ",2,2
agorahills,dojacat,hiphop,"holy cow youre the holy trin 
hold me down when a hole need DICK 
be my security its your therapy ",2,2
agorahills,dojacat,hiphop,"be my security its your therapy 
with you i aint holding SHIT back 
when i need my space you give that ",1,2
agorahills,dojacat,hiphop,"when they see us zoom by in the jeep 
we a whole DAMN joint we an energy 
baby we could just ride on our enemies ",1,2
themonster,eminem,hiphop,"give every kid who got played that 
pumped up feeling and SHIT to say back 
to the kids who played him ",2,2
themonster,eminem,hiphop,"to the kids who played him 
i aint here to save the FUCKING children 
but if one kid out of a hundred million ",3,2
pushit,saltnpepa,hiphop,"yeah you come here give me a kiss 
better make it fast or else im gonna get PISSED 
cant you hear the musics pumpin hard like i wish you would ",3,3
barbieworld,nickiminaj,hiphop,"like jazzie stacie nicki grrah 
all of the barbies is pretty DAMN 
all of the barbies is bad ",1,1
barbieworld,nickiminaj,hiphop,"im a barbie girl girl pink barbie dreamhouse 
the way ken be killin SHIT got me yellin out like the scream house woo 
yellin out we aint sellin out ",2,2
